they're just closer to home .	他們只靠近家 。
that's all i try to do .	這就是我試著去做的事 。
we really should clean that up .	我們真的應該清理清理 。
of course , they have a carport .	當然 , 他們有一輛車 。
they are human beings just like us .	他們是人類和我們一樣 。
and i say , " yeah . "	我說: 「 是啊 。 」
you have to fight against violence .	你必須對抗暴力 。
tim mcgraw .	mcgraw 。
you google , right ? of course .	你google , 對吧 ? 當然 。
yet , i had never heard of him .	然而 , 我從未聽過他 。
the last image we don't have .	最後一張圖像我們沒有 。
you don't see the surface structure .	你看不到表面結構 。
it's about who you live with .	關於你住在哪裡 。
it's just been absolutely great .	這真的很棒 。
and i started a new life yet again .	我開始了一個新生命 。
can it bring down walls ? yes .	可以把牆壁放進嗎 ? 是的 。
there are many different kinds of cancer .	有很多不同的癌症 。
and the winner is ireland .	贏家是愛爾蘭 。
i want no part of any of that .	我希望沒有任何東西 。
it was april , last year .	去年 , 去年
because i'm female .	因為我是女性 。
these are naive subjects .	這些都是很狹隘的主題 。
they do not need this kind of help .	他們不需要這種幫助 。
obrigado . thank you .	謝謝 。 謝謝 。
it's not even mining .	甚至沒有礦坑 。
this is the hobbesian force .	這是巴西亞軍隊 。
you know , we have to change it .	你知道 , 我們得要改變它 。
that's what we need to do .	這就是我們需要做的事 。
we should be concerned .	我們應該被關注 。
so he was very excited .	所以他非常興奮 。
margarine didn't exist .	瑪格麗並沒有存在 。
thank you very much for your attention .	非常感謝你們的注意 。
what in the world would i be thinking ?	我在想什麼 ?
we have downgraded this factor .	我們已經降低了這個工廠 。
and this wasn't a pretty thing .	這不是一件很棒的事情 。
they are all average height .	他們都是平均值 。
stare as long as you need to .	長久以來你需要的 。
you can see the political meetings .	你可以看到政治會議 。
and that's a little found object .	這是個很小的物體 。
this is the great fillup .	這是很棒的纖維 。
the word is " misfit . "	字詞是 「 錯誤 」 。
is this how stupid people die ?	這是愚蠢的人死嗎 ?
you have to make it from something else .	你必須讓它從其他的事物開始 。
i began my research eagerly .	我開始我的研究 。
how much would that change the rules ?	那會改變規則嗎 ?
no hands at the wheel .	沒有手在輪子上 。
it's certainly true for me .	對我來說 , 這對我來說是真的 。
my experience is where i'm from .	我的經驗就是我從哪裡來的 。
but the truth is , that never happens .	但事實是 , 這永遠不會發生 。
and i finished high school .	我完成了高中 。
go for it ! the worst .	去吧 ! 最糟糕了 。
prism is about content .	原則是關於內容 。
ew: the full monty .	艾倫:完整的房子 。
so could we put it back ? yes .	所以 , 我們可以把它放回去嗎 ? 是的 。
is life that improbable ? "	生命是不可能的嗎 ? 」
what do we do with these numbers ?	我們怎麼做這些數字 ?
second , the appliance set .	第二 , 應用程式 。
this time , the pieces fit .	此時 , 這次 , 全部 。
every building has a fountain .	每棟建築都有一座山 。
and there really were no good solutions .	沒有好的解決方案 。
every individual has a role to play .	每個人都有一個角色扮演 。
what are we going to do about it ?	我們要怎麼做 ?
i get where you're coming from .	我得到你從哪裡來的 。
and of course it will bring great things .	當然 , 它會帶來很棒的東西 。
and they want the washing machine .	他們想要洗衣機 。
i was hit hard on my head .	我在我的頭上被撞擊 。
and i want to tell you that story .	我想告訴各位這個故事 。
" what is wrong with me ? ! "	「 什麼是對我 ? 」
an undergraduate can do it .	畢業生可以做 。
and finally , you get a good eye .	最後 , 你得到了一個好的眼睛 。
they were able to create something wonderful .	他們能夠創造出美妙的事 。
let me read you the entry .	讓我閱讀你們 。
my mentor is cinatl .	我的導師是cintl 。
there's musical labels .	有音樂的標籤 。
so this is where i come in .	這就是我來到的地方 。
this is what it's about .	這就是它的原因 。
here's how it works .	它是如何運作的 。
sb: haha !	sb:哈哈 !
what kind of world do we want ?	我們想要什麼 ?
it's a massive problem .	這是個大問題 。
" it depends . "	「 它依賴 。 」
she doesn't want to fight .	她不想抗爭 。
i'm just kidding .	我只是開玩笑 。
and that gives this interesting idea .	這給了這個有趣的想法 。
you're going it right now .	你現在就這樣做 。
now that can be daunting .	現在 , 這可能會造成傷害 。
and this is from delhi .	這是來自德里的 。
and this is in 1993 .	這是1993年 。
video games are not the cause .	電玩遊戲不是原因 。
something always seems to stop us .	總是似乎停止我們 。
people , service , profit .	人們、服務、利潤 。
what are the great stories of today ?	今天的偉大故事呢 ?
and i survive .	我生存下來 。
we manage all sorts of things .	我們管理各種各樣的東西 。
t , e , d .	t , d 。
and we see this kind of data .	我們看到這些數據 。
i'm sick of it .	我很生氣 。
it's pretty bleak .	這真的很棒 。
and that's my real point .	這是我真正的重點 。
and this made me really sad .	這讓我真的很悲傷 。
but the problem persists .	但 , 問題持續了 。
there's your month .	這裡有你的月 。
you can check them out .	你可以檢查他們 。
this is something that we can solve .	這是我們能解決的 。
and they didn't know that .	他們也不知道 。
that's not going to work .	這就不行了 。
it's going to be amazing .	這會變得很棒 。
