they're just closer to home .	他們只靠近家 。
that's all i try to do .	這就是我試著做的 。
we really should clean that up .	我們真的應該清潔淨化 。
of course , they have a carport .	當然 , 他們有一輛車子 。
they are human beings just like us .	人類就像我們一樣 。
and i say , " yeah . "	我說: 「 是啊 。 」
you have to fight against violence .	你必須對抗暴力 。
tim mcgraw .	tmcgraw 。
you google , right ? of course .	你google , 對吧 ? 當然 。
yet , i had never heard of him .	然而 , 我從來沒有聽過他 。
the last image we don't have .	最後一張圖像我們沒有 。
you don't see the surface structure .	你不會看到表面結構 。
it's about who you live with .	它是關於你住在哪裡 。
it's just been absolutely great .	這真是太棒了 。
and i started a new life yet again .	然後我開始一個新的生命 。
can it bring down walls ? yes .	它能帶下牆嗎 ? 是的 。
there are many different kinds of cancer .	有很多不同的癌症 。
and the winner is ireland .	贏家是愛爾蘭 。
i want no part of any of that .	我希望沒有任何東西 。
it was april , last year .	去年 , 去年 。
because i'm female .	因為我是女性 。
these are naive subjects .	這些是很棒的主題 。
they do not need this kind of help .	他們不需要這種幫助 。
obrigado . thank you .	駭客 。 謝謝 。
it's not even mining .	甚至還沒有礦井 。
this is the hobbesian force .	這是巴黎斯亞力量 。
you know , we have to change it .	我們必須改變它 。
that's what we need to do .	這就是我們需要做的 。
we should be concerned .	我們應該要關心 。
so he was very excited .	所以他很興奮 。
margarine didn't exist .	火星不存在 。
thank you very much for your attention .	非常感謝你們的注意力 。
what in the world would i be thinking ?	我在想什麼 ?
we have downgraded this factor .	我們已經降低了這個因素 。
and this wasn't a pretty thing .	這不是一件很棒的東西 。
they are all average height .	它們都是平均值 。
stare as long as you need to .	只要你需要的 。
you can see the political meetings .	你可以看到政治會議 。
and that's a little found object .	這是個小型的物體 。
this is the great fillup .	這是很棒的祝福 。
the word is " misfit . "	字詞是 「 錯誤 」 。
is this how stupid people die ?	這是愚蠢的人死嗎 ?
you have to make it from something else .	你必須讓它從其他東西而來 。
i began my research eagerly .	我開始了我的研究 。
how much would that change the rules ?	那會改變規則的規則是什麼 ?
no hands at the wheel .	沒有手在輪子上 。
it's certainly true for me .	對我來說 , 這對我來說是如此 。
my experience is where i'm from .	我的經驗是我從哪裡來的 。
but the truth is , that never happens .	但事實是 , 這永遠不會發生 。
and i finished high school .	我完成了高中 。
go for it ! the worst .	去吧 ! 最糟糕了 。
prism is about content .	原則是關於內容的 。
ew: the full monty .	艾美:全部的蒙特 。
so could we put it back ? yes .	所以 , 我們可以把它放回嗎 ? 是的 。
is life that improbable ? "	生活在哪裡 ? 」
