they're just closer to home .	他們只靠近家 。
that's all i try to do .	這就是我試圖做的 。
we really should clean that up .	我們真的應該乾淨 。
of course , they have a carport .	當然 , 他們有一輛車輛 。
they are human beings just like us .	人類就像我們一樣 。
and i say , " yeah . "	我說: 「 是的 。 」
you have to fight against violence .	你必須反抗暴力 。
tim mcgraw .	mcgraw 。
you google , right ? of course .	你google , 對吧 ? 當然 。
yet , i had never heard of him .	但我從來沒聽過他 。
the last image we don't have .	最後一張影像沒有 。
you don't see the surface structure .	你看不到表面結構 。
it's about who you live with .	重點是你住在哪裡 。
it's just been absolutely great .	這真的很棒 。
and i started a new life yet again .	我開始了新人生 。
can it bring down walls ? yes .	可以帶下牆壁嗎 ? 是嗎 ?
there are many different kinds of cancer .	有很多不同的癌症 。
and the winner is ireland .	贏家是愛爾蘭 。
i want no part of any of that .	我想要沒有任何部分 。
it was april , last year .	去年 。
because i'm female .	因為我是女性 。
these are naive subjects .	這些都是na性的主題 。
they do not need this kind of help .	他們不需要這種幫助 。
obrigado . thank you .	非常感謝 。 謝謝 。
it's not even mining .	甚至沒有礦井 。
this is the hobbesian force .	這是哈伯利亞力量 。
you know , we have to change it .	我們必須改變它 。
that's what we need to do .	這就是我們需要做的 。
we should be concerned .	我們應該關心 。
so he was very excited .	他非常興奮 。
margarine didn't exist .	瑪格琳並不存在 。
thank you very much for your attention .	非常感謝 。
what in the world would i be thinking ?	我在想什麼 ?
we have downgraded this factor .	我們已經降低了這個因素 。
and this wasn't a pretty thing .	這不是很棒的 。
they are all average height .	他們都是平均高度 。
stare as long as you need to .	只要你需要去 。
you can see the political meetings .	你可以看到政治會議 。
and that's a little found object .	這是個小型的物體 。
this is the great fillup .	這是很棒的幻燈片 。
the word is " misfit . "	字詞是 「 錯誤 」 。
is this how stupid people die ?	這是愚蠢的人死嗎 ?
you have to make it from something else .	你必須用其他東西來做它 。
i began my research eagerly .	我開始我的研究 。
how much would that change the rules ?	那會改變規則嗎 ?
no hands at the wheel .	輪子沒有手 。
it's certainly true for me .	對我來說 , 這對我來說是很確定的 。
my experience is where i'm from .	我的經驗是從哪裡來的 。
but the truth is , that never happens .	但事實是 , 從來沒有發生 。
and i finished high school .	我完成了高中 。
go for it ! the worst .	去 ! 最糟糕 。
prism is about content .	主要是關於內容 。
ew: the full monty .	愛鸚斯坦:完整的蒙 。
so could we put it back ? yes .	所以 , 我們可以把它放回去嗎 ? 是嗎 ?
is life that improbable ? "	生命是不可能的嗎 ? 」
what do we do with these numbers ?	我們怎麼做這些數字 ?
second , the appliance set .	第二 , 應用程式 。
this time , the pieces fit .	那個時候 , 這次 , 衣服 。
every building has a fountain .	每棟建築都有一座山羊 。
and there really were no good solutions .	沒有好的解決方案 。
every individual has a role to play .	每個人都有角色扮演 。
what are we going to do about it ?	我們要做什麼 ?
i get where you're coming from .	我知道你從哪裡來了 。
and of course it will bring great things .	當然它會帶來好事 。
and they want the washing machine .	他們想要洗衣機 。
i was hit hard on my head .	我在我的頭上撞擊 。
and i want to tell you that story .	我想告訴各位這個故事 。
" what is wrong with me ? ! "	「 對我來說是什麼 ? 」
an undergraduate can do it .	畢業生可以做到 。
and finally , you get a good eye .	最後 , 你會得到一個好的眼睛 。
they were able to create something wonderful .	他們能夠創造出一些美好的東西 。
let me read you the entry .	讓我讀一下你 。
my mentor is cinatl .	我的導師是cintl 。
there's musical labels .	還有音樂標籤 。
so this is where i come in .	這就是我去的地方 。
this is what it's about .	這就是它的原因 。
here's how it works .	這是它的運作方式 。
sb: haha !	sb:哈哈哈哈 !
what kind of world do we want ?	我們想要什麼 ?
it's a massive problem .	這是個大問題 。
" it depends . "	「 它依賴 。 」
she doesn't want to fight .	她不想打仗 。
i'm just kidding .	我只是開玩笑 。
and that gives this interesting idea .	這給了這個有趣的想法 。
you're going it right now .	你現在就這樣做 。
now that can be daunting .	現在 , 這可以讓人開心 。
and this is from delhi .	這是來自德里的 。
and this is in 1993 .	這是1993年 。
video games are not the cause .	電玩遊戲並不是原因 。
something always seems to stop us .	總是似乎阻止我們 。
people , service , profit .	人們、服務、利潤 。
what are the great stories of today ?	今天的偉大故事是什麼 ?
and i survive .	我存活下來 。
we manage all sorts of things .	我們管理各種東西 。
t , e , d .	t , d 。
and we see this kind of data .	我們看到這些數據 。
i'm sick of it .	我很生氣 。
it's pretty bleak .	這真的很棒 。
and that's my real point .	這是我的真實點 。
and this made me really sad .	這讓我非常悲傷 。
but the problem persists .	但問題的觀點 。
there's your month .	這裡有個月 。
you can check them out .	你可以檢查他們 。
this is something that we can solve .	這是我們能解決的 。
and they didn't know that .	他們不知道 。
that's not going to work .	這並不會運作 。
it's going to be amazing .	它會很驚人 。
the problem is enormous .	問題是巨大的
and the results can be amazing .	結果可能很棒 。
so that's it for now .	這就是現在 。
and i believe in both of them .	我相信他們 。
oh , she waits for me .	喔 , 她等著我 。
why does this lesson even exist ?	為什麼這一課還存在 ?
you have to sell at cost .	你必須銷售 。
first , we teach them to see .	首先 , 我們教他們去看 。
i had an explosion .	我爆炸了 。
yet he wasn't number one .	但他不是數字 。
" oh , jesus . "	「 噢 , 耶穌 。 」
so in fact , we all win .	事實上 , 我們都贏了 。
" i work , " he said .	「 我工作了 , 」 他說 。
we did all kinds of research .	我們做了各種研究 。
look for the tree , and down .	看看樹木 , 下面 。
there was a mother and three children .	有一個母親和三個孩子 。
i felt every deep pain in me .	我對我感到深深疼痛 。
and let's play this video .	咱們來玩這個影片 。
the story was , they did meet .	故事是 , 他們遇見了 。
now take it to the last step .	看看最後一步 。
so he's going like this .	他會這樣做 。
but yet , where does it end ?	但 , 終究究竟是什麼 ?
they politic with one another .	政治與彼此相互作用 。
so they kept on going .	所以他們繼續下去 。
there is such an opportunity right now .	這裡有一個機會 。
so it became a cold case .	所以它變成了一個冷案 。
now , how many things are these ?	有多少東西呢 ?
students lack perseverance .	學生缺乏知識 。
he said , " sunday . "	他說: 「 星期日 。 」
it was dreadful .	很不可思議 。
who should get the best ones ?	誰應該得到最好的 ?
it still outperformed them .	仍然是他們 。
but today i have been transformed .	但今天我已經被轉化了 。
they would be really useful . "	他們會很有用 。 」
you sit there , ok .	你坐在那裡 , 好 。
real languages also change over time .	真實的語言也改變了時間 。
and then i get asked questions .	然後我問了問題 。
jealousy likes information .	嫉妒就像資訊一樣 。
ca: mmm .	克:嗯 。
exclamation point ?	不可思議 ?
what would you say to them ?	你對他們說什麼 ?
we start from this one object .	我們從這個物體開始 。
who knows what this is ?	誰知道這是什麼 ?
his mother gave him to me .	他媽媽給他給我 。
machines have objectivity .	機器有客觀 。
another example are corals .	另一個例子是珊瑚蟲 。
a lot of things have changed .	很多事情都改變了 。
what's going on there ?	發生了什麼事 ?
so why not this many people ?	為什麼不這麼多人 ?
now who is rational ?	誰是理性 ?
that doesn't sell .	沒有賣 。
just quickly on the results .	很快地就在結果 。
let's make another one .	咱們來做另一個 。
we talk with our hands .	我們和我們的手談談 。
she was found three months later .	她發現三個月後 。
i would have that hard conversation .	我對對話感到很困難 。
there's only one africa .	只有一個非洲 。
let me give you another example .	讓我舉個例子 。
i needed a better plan .	我需要更好的計畫 。
how would you feel about that ?	你會怎麼感覺 ?
and at first , it worked .	一開始 , 它成功了 。
a: yes , you did .	艾瑞克:是的 , 你做了 。
it's a beautiful idea .	這是個美麗的點子 。
so that's the end .	這就是最後 。
it would help and bring attention .	它會協助 , 並帶著注意 。
something similar is happening in life .	類似的事情在生命中發生 。
they tell a lot about us .	他們告訴我們很多 。
i make them all the time .	每次 , 我都把它們放在一起 。
it matters a great deal .	這很重要 。
it's horrible .	很可怕 。
that's what we do .	這就是我們所做的 。
and they want to have fun .	他們想要有趣 。
this is mahler .	這是mahler 。
they are grownups .	他們是長大 。
is that crazy ?	瘋狂嗎 ?
they trust their ears .	他們相信他們的耳朵 。
and regret .	後悔 。
i don't think so .	我不認為 。
dt: absolutely .	dt:絕對 。
but here's the thing .	但重點是 。
i feel ashamed .	我感到羞愧 。
did you even know that happened ?	你甚至知道嗎 ?
and often it does something more .	通常它會做更多的事 。
or i can say . . .	或我可以說 。
nobody said that .	沒有人說過 。
their kids can get an education .	他們的孩子可以得到教育 。
it's just a head .	它只是個頭 。
and they could keep it going .	他們可以保持它 。
it's not a country .	它不是一個國家 。
it's now traveling .	現在正在旅行 。
but art is not for anything .	但藝術不是任何東西 。
which would you choose ?	你會選擇嗎 ?
she was mesmerized .	她是混亂的 。
we can take a grid .	我們可以拿個網格 。
but i could not understand .	但我無法理解 。
here's the idea .	這是想法 。
how would you test it ?	你如何測試它 ?
thank you very much .	非常感謝
let's do it .	咱們來做 。
i can't draw .	我不能畫 。
i was greedy .	我是貪婪 。
i can forgive .	我可以懷孕 。
tablets .	桌子 。
thank you very much .	非常感謝
because you care about them .	因為你關心他們 。
but they settled .	但他們設立了 。
so why does this matter ?	為什麼這很重要 ?
what would this lead to ?	這會導致什麼 ?
but how wrong it is .	但錯了 。
how cool is that ?	酷嗎 ?
it's not clear .	不清楚 。
it's that simple .	很簡單 。
i agree .	我同意 。
the first question is this .	第一個問題是 ,
what are they doing there ?	他們在做什麼 ?
and it went . . .	這樣......
it is knowledge .	它是知識 。
thank you very much .	非常感謝
miigwech .	米格 。
thank you very much .	非常感謝
eo: thank you .	歐:謝謝 。
thank you very much .	非常感謝
he used shell companies .	他用了她的公司 。
sounds loud .	聽起來很大 。
it might change my behavior .	它會改變我的行為 。
no , they cannot .	不 , 他們不能 。
take health care for example .	舉個例子 。
so curiosity .	好奇心 。
and what is the impact ?	什麼影響呢 ?
spend a minute doing that .	花了一分鐘的時間 。
mt: perfect .	mt:完美 。
friends and family were next .	朋友和家人都在下 。
so , i did it .	所以我做了 。
why would it have one ?	為什麼會這樣 ?
some ? how about 30 ?	有些 ? 三十 ?
see , like this one ?	看 , 像這樣嗎 ?
never going to happen . "	永遠不會發生 。 」
that's his name .	這是他的名字 。
that’s pretty bad .	這真的很糟 。
we can all do this .	我們都能做到 。
what happens one year later ?	一年後會發生什麼事 ?
and it starts young .	它開始年輕 。
and the answer is yes .	答案是的 。
what can i do ? "	我能做什麼 ? 」
they get the best deal .	他們得到最好的辦法 。
okay , next question .	好 , 下一個問題 。
for quite some time .	很久以前 。
so we let it happen .	所以我們讓它發生 。
but he could do this .	但他可以做到 。
why should we care ?	為什麼我們要關心 ?
but they stop there .	但他們停止了 。
thank you so much .	非常感謝 。
now listen to this .	現在傾聽 。
but you know what ?	但你知道嗎 ?
listen to it again .	再次聽到它 。
and that was hard .	這真的很困難 。
you have more information .	你有更多資訊 。
check it .	看一下 。
this is my mother .	這是我的母親 。
so we did this .	所以我們做了 。
school tuition .	學校直覺 。
this is so beautiful !	太美了 !
i said okay .	我說好 。
well , yeah .	沒錯 。
allan: no .	安:沒有 。
so , here goes .	所以 , 這樣 。
and this continued .	這持續了 。
but wait a minute .	但等一下 。
ca: thank you .	克里斯:謝謝 。
but then something happened .	但後來發生了 。
clap for him .	對他來說 。
how did this happen ?	這是怎麼發生的 ?
is it actually possible ?	真的有可能嗎 ?
what happens is this .	結果是這樣 。
were you feeling that ?	你覺得嗎 ?
radio data .	輻射數據 。
we are almost there .	我們幾乎都在那裡 。
arabic .	阿拉伯語 。
it's children .	這是孩子 。
the model works .	模型運作 。
we thought about that .	我們認為這點 。
i really do .	我真的做了 。
so yeah .	對吧 ?
of course not !	當然不是 !
wooo !	噢 !
love . . .	愛......
this is wrong .	這是錯的 。
a hundred million ?	一億 ?
was it fear ?	是恐懼嗎 ?
i would know .	我知道 。
and what happens ?	結果呢 ?
