they're just closer to home .	他們只靠近家 。
that's all i try to do .	這就是我嘗試做的 。
we really should clean that up .	我們真的應該乾淨 。
of course , they have a carport .	當然 , 他們有一輛車庫 。
they are human beings just like us .	人們就像我們一樣 。
and i say , " yeah . "	我說: 「 是的 。 」
you have to fight against violence .	你必須對抗暴力 。
tim mcgraw .	mcgraw 。
you google , right ? of course .	你google , 對吧 ? 當然 。
yet , i had never heard of him .	但我從來沒有聽過他 。
the last image we don't have .	最後一張影像沒有 。
you don't see the surface structure .	你不看到表面結構 。
it's about who you live with .	關於你住在哪裡 。
it's just been absolutely great .	這真的很棒 。
and i started a new life yet again .	我開始了一個新人生 。
can it bring down walls ? yes .	可以把牆壁放下來嗎 ? 是的 。
there are many different kinds of cancer .	有很多不同的癌症 。
and the winner is ireland .	贏家是愛爾蘭 。
i want no part of any of that .	我想要沒有任何一部分 。
it was april , last year .	去年 , 去年 。
because i'm female .	因為我是女性 。
these are naive subjects .	這些是天空的主題 。
they do not need this kind of help .	他們不需要這種幫助 。
obrigado . thank you .	謝謝大家 。 謝謝大家 。
it's not even mining .	甚至沒有礦工 。
this is the hobbesian force .	這是荷比亞力量 。
you know , we have to change it .	我們必須改變它 。
that's what we need to do .	這就是我們需要做的 。
we should be concerned .	我們應該要擔心 。
so he was very excited .	他很興奮 。
margarine didn't exist .	margarine沒有存在 。
thank you very much for your attention .	謝謝大家聆聽 。
what in the world would i be thinking ?	我在想什麼 ?
we have downgraded this factor .	我們已經降低了這個工廠 。
and this wasn't a pretty thing .	這不是一件很棒的事 。
they are all average height .	他們都是平均的高度 。
stare as long as you need to .	只要你需要去做 , 你需要做些什麼 。
you can see the political meetings .	你可以看到政治會議 。
and that's a little found object .	這是個很小的物體 。
this is the great fillup .	這是很棒的幻燈片 。
the word is " misfit . "	這個字是 「 錯 」 。
is this how stupid people die ?	這是愚蠢的人死了嗎 ?
you have to make it from something else .	你必須用其他東西來做它 。
i began my research eagerly .	我開始我的研究開始 。
how much would that change the rules ?	那會改變這個規則嗎 ?
no hands at the wheel .	沒有手在輪子上 。
it's certainly true for me .	對我來說 , 這對我來說是對的 。
my experience is where i'm from .	我的經驗是我來自的 。
but the truth is , that never happens .	但事實是 , 永遠不會發生 。
and i finished high school .	我完成了高中 。
go for it ! the worst .	去了 ! 最糟糕的 。
prism is about content .	主要是關於內容 。
ew: the full monty .	艾倫:完整的蒙特 。
so could we put it back ? yes .	所以我們可以把它放回去嗎 ? 是的 。
is life that improbable ? "	生命是不可思議的 ? 」
what do we do with these numbers ?	我們該怎麼做這些數字 ?
second , the appliance set .	第二 , 應用程式 。
this time , the pieces fit .	這次 , 這次 , 簡短的片段 。
every building has a fountain .	每棟建築都有一座山 。
and there really were no good solutions .	沒有好的解決方案 。
every individual has a role to play .	每個人都有扮演 。
what are we going to do about it ?	我們要怎麼做 ?
i get where you're coming from .	我來到你來自的地方 。
and of course it will bring great things .	當然 , 這會帶來偉大的事 。
and they want the washing machine .	他們想要洗衣機 。
i was hit hard on my head .	我在我的腦袋裡很掙扎 。
and i want to tell you that story .	我想告訴各位這個故事 。
" what is wrong with me ? ! "	「 對我來說 , 什麼是錯的 ? 」
an undergraduate can do it .	畢業生可以做到 。
and finally , you get a good eye .	最後 , 你得到了一個很好的眼睛 。
they were able to create something wonderful .	他們能創造出一些美妙的事 。
let me read you the entry .	讓我給你們看一下 。
my mentor is cinatl .	我的導師是cintl 。
there's musical labels .	有音樂標籤 。
so this is where i come in .	這就是我來到的地方 。
this is what it's about .	這就是這樣 。
here's how it works .	這是它的運作方式 。
sb: haha !	sb:哈哈 !
what kind of world do we want ?	我們想要的是什麼 ?
it's a massive problem .	這是個巨大的問題 。
" it depends . "	「 取決於 。 」
she doesn't want to fight .	她不想打鬥 。
i'm just kidding .	我只是開玩笑 。
and that gives this interesting idea .	這給了這個有趣的想法 。
you're going it right now .	你現在就這樣做了 。
now that can be daunting .	現在 , 可以被打開 。
and this is from delhi .	這是來自德里的 。
and this is in 1993 .	這是1993年 。
video games are not the cause .	電玩遊戲並不是原因 。
something always seems to stop us .	總是會停止我們 。
people , service , profit .	人們、服務、利益 。
what are the great stories of today ?	今天的偉大故事是什麼 ?
and i survive .	我生存了 。
we manage all sorts of things .	我們管理各種事情 。
t , e , d .	t , d 。
and we see this kind of data .	我們看到這些數據 。
i'm sick of it .	我很幸運 。
it's pretty bleak .	很棒 。
and that's my real point .	這是我真正的重點 。
and this made me really sad .	這讓我感到悲傷 。
but the problem persists .	但 , 問題是 , 反對的問題 。
there's your month .	這是你的月球 。
you can check them out .	你可以檢查他們 。
this is something that we can solve .	這是我們能解決的 。
and they didn't know that .	他們也不知道 。
that's not going to work .	這不是工作 。
it's going to be amazing .	這會很棒 。
the problem is enormous .	問題是巨大的 。
and the results can be amazing .	結果很棒 。
so that's it for now .	所以現在就這樣 。
and i believe in both of them .	我相信這兩者 。
oh , she waits for me .	喔 , 她等待我 。
why does this lesson even exist ?	為什麼這個教訓有這麼多呢 ?
you have to sell at cost .	你必須銷售成本 。
first , we teach them to see .	首先 , 我們教他們去看 。
i had an explosion .	我有一個爆炸 。
yet he wasn't number one .	但他不是數字 。
" oh , jesus . "	「 喔 , 耶穌 。 」
so in fact , we all win .	事實上 , 我們都贏了 。
" i work , " he said .	我工作 , 他說: 「 我的工作 。 」
we did all kinds of research .	我們做了各種研究 。
look for the tree , and down .	看看樹木 , 和下降 。
there was a mother and three children .	有一個母親和三個孩子 。
i felt every deep pain in me .	我覺得每個深深的痛苦 。
and let's play this video .	我們來玩這段影片 。
the story was , they did meet .	故事是 , 他們會見到 。
now take it to the last step .	最後一步 。
so he's going like this .	他會這樣做 。
but yet , where does it end ?	但 , 究竟究竟是怎麼回事 ?
they politic with one another .	他們的政治和另一種不同 。
so they kept on going .	所以他們繼續下去 。
there is such an opportunity right now .	現在有這樣的機會 。
so it became a cold case .	所以它變成了一個冷卻的案例 。
now , how many things are these ?	現在 , 有多少東西呢 ?
students lack perseverance .	學生缺乏保險 。
he said , " sunday . "	他說: 「 星期日 。 」
it was dreadful .	很糟糕 。
who should get the best ones ?	誰應該得到最好的 ?
it still outperformed them .	牠們還能依賴它們 。
but today i have been transformed .	但今天我已經被轉變了 。
they would be really useful . "	他們會很有用 。 」
you sit there , ok .	你坐在那裡 , 好 。
real languages also change over time .	現實語言也改變了時間 。
and then i get asked questions .	然後我問了問題 。
jealousy likes information .	嫉妒就像資訊一樣 。
ca: mmm .	克里斯:mmmmmmmm 。
exclamation point ?	令人興奮的時刻 ?
what would you say to them ?	你對他們說什麼 ?
we start from this one object .	我們從這個物體開始 。
who knows what this is ?	誰知道這是什麼 ?
his mother gave him to me .	他媽媽給他給我 。
machines have objectivity .	機器有客觀 。
another example are corals .	另一個例子是珊瑚 。
a lot of things have changed .	許多事情都改變了 。
what's going on there ?	到底在哪裡 ?
so why not this many people ?	為什麼不這麼多人呢 ?
now who is rational ?	誰是理性 ?
that doesn't sell .	這不是賣 。
just quickly on the results .	很快地 , 結果就好了 。
let's make another one .	咱們來做另一個 。
we talk with our hands .	我們和我們的手握著手 。
she was found three months later .	她發現三個月後 。
i would have that hard conversation .	我會對對話感到很困難 。
there's only one africa .	只有一個非洲 。
let me give you another example .	讓我給你們另一個例子 。
i needed a better plan .	我需要一個更好的計畫 。
how would you feel about that ?	你怎麼會感受到這個 ?
and at first , it worked .	一開始 , 它就成功了 。
a: yes , you did .	安:是的 , 你做了 。
it's a beautiful idea .	這是個美好的點子 。
so that's the end .	這就是最後 。
it would help and bring attention .	它會幫助 , 注意力 。
something similar is happening in life .	類似在生命中發生了 。
they tell a lot about us .	他們告訴我們很多關於我們 。
i make them all the time .	我每次都做得好 。
it matters a great deal .	這很重要的重要性 。
it's horrible .	很可怕 。
that's what we do .	這就是我們所做的 。
and they want to have fun .	他們希望有趣 。
this is mahler .	這是mahler 。
they are grownups .	他們是長大的 。
